X,y
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_002422.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_002422.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_000073.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_000073.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_003542.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_003542.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_002763.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_002763.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_002588.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_002588.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_002701.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_002701.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_001145.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_001145.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_005223.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_005223.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_000626.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_000626.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_000731.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_000731.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_000009.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_000009.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_001104.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_001104.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_000907.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_000907.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_006528.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_006528.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_004283.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_004283.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_005105.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_005105.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_000427.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_000427.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_001708.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_001708.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_001692.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_001692.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_005468.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_005468.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_003059.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_003059.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_000566.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_000566.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_001000.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_001000.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_001232.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_001232.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_000250.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_000250.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_002047.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_002047.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_003094.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_003094.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_003239.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_003239.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_002472.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_002472.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_001010.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_001010.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_002134.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_002134.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_008541.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_008541.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_004316.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_004316.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_000228.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_000228.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_003146.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_003146.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_002549.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_002549.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_001047.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_001047.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_004841.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_004841.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_007596.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_007596.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_006063.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_006063.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_005922.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_005922.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_000063.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_000063.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_003183.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_003183.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_000919.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_000919.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_001546.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_001546.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_002873.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_002873.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_005375.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_005375.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_001530.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_001530.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_003383.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_003383.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_002035.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_002035.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_000498.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_000498.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_003455.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_003455.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_004789.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_004789.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_002885.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_002885.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_004186.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_004186.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_001807.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_001807.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_005714.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_005714.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_002390.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_002390.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_000069.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_000069.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_007273.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_007273.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_002150.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_002150.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_002635.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_002635.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_004322.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_004322.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_008521.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_008521.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_002019.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_002019.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_002171.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_002171.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_000709.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_000709.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_000219.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_000219.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_000309.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_000309.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2008_007123.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2008_007123.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2011_000548.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2011_000548.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2010_002018.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2010_002018.png
~/datasets/pascalvoc/VOCdevkit/VOC2012/JPEGImages/2009_002122.jpg,~/datasets/pascalvoc/VOCdevkit/VOC2012/SegmentationClass/2009_002122.png
