X,y
~/projects/TinyMachines.jl/examples/dataset/images/2009_003933.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_003933.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_003345.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_003345.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_002229.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_002229.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_002254.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_002254.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_003773.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_003773.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_005166.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_005166.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_000285.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_000285.png
~/projects/TinyMachines.jl/examples/dataset/images/2008_007031.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2008_007031.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_003975.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_003975.png
~/projects/TinyMachines.jl/examples/dataset/images/2011_001653.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2011_001653.png
