X,y
~/projects/TinyMachines.jl/examples/dataset/images/2009_002422.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_002422.png
~/projects/TinyMachines.jl/examples/dataset/images/2008_000073.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2008_000073.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_003542.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_003542.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_002763.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_002763.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_002588.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_002588.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_002701.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_002701.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_001145.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_001145.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_005223.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_005223.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_000626.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_000626.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_000731.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_000731.png
~/projects/TinyMachines.jl/examples/dataset/images/2008_000009.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2008_000009.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_001104.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_001104.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_000907.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_000907.png
~/projects/TinyMachines.jl/examples/dataset/images/2008_006528.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2008_006528.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_004283.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_004283.png
~/projects/TinyMachines.jl/examples/dataset/images/2008_005105.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2008_005105.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_000427.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_000427.png
~/projects/TinyMachines.jl/examples/dataset/images/2011_001708.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2011_001708.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_001692.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_001692.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_005468.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_005468.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_003059.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_003059.png
~/projects/TinyMachines.jl/examples/dataset/images/2011_000566.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2011_000566.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_001000.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_001000.png
~/projects/TinyMachines.jl/examples/dataset/images/2011_001232.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2011_001232.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_000250.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_000250.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_002047.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_002047.png
~/projects/TinyMachines.jl/examples/dataset/images/2008_003094.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2008_003094.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_003239.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_003239.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_002472.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_002472.png
~/projects/TinyMachines.jl/examples/dataset/images/2010_001010.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2010_001010.png
~/projects/TinyMachines.jl/examples/dataset/images/2011_002134.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2011_002134.png
~/projects/TinyMachines.jl/examples/dataset/images/2008_008541.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2008_008541.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_004316.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_004316.png
~/projects/TinyMachines.jl/examples/dataset/images/2011_000228.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2011_000228.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_003146.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_003146.png
~/projects/TinyMachines.jl/examples/dataset/images/2009_002549.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2009_002549.png
~/projects/TinyMachines.jl/examples/dataset/images/2011_001047.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2011_001047.png
~/projects/TinyMachines.jl/examples/dataset/images/2008_004841.jpg,~/projects/TinyMachines.jl/examples/dataset/masks/2008_004841.png
